,language_initial,koryakov_db_id,eng_vil_name,rus_vil_name,lang_1_K,lang_2_K,lang_1_S,lang_2_S,same_languages,name_1885,name_1895,name_1926,name_2010,census_1885,census_1895,census_1926,census_2010,Lat,Lon,Republic,Region,elevation,LevK_comments,kutans,Family,language
281,Avar ,975.0,Urukh-Sota,Урух-Сота,Avar,,Avar,,True,Урух-Сота (Ерух-Сота),"Урухъ-Сота (Сота, Сал)",Урух-Сота,Урух-Сота,175.0,168.0,193.0,151.0,42.24222,46.67694,Daghestan,,1820.29016113281,,not_kutan,Avar,Avar 
282,Avar ,33.0,Urchiab,Урчиаб,Avar,,Avar,,True,,,Урчиаб-Кал,Урчиаб,,,75.0,0.0,42.657739,47.016338,Daghestan,,1262.67004394531,,not_kutan,Avar,Avar 
283,Avar ,1175.0,Urchukh,Урчух,Avar,,Avar,,True,Урчух (Ерчок),"Урчухъ (Ерчокъ, Ерчахъ, Ерчехъ)",Орчох,Урчух,171.0,175.0,183.0,127.0,42.325548,46.495518,Daghestan,,1627.0070800781198,,not_kutan,Avar,Avar 
284,Avar ,1269.0,Utlukh,Утлух,Avar,,Avar,,True,Утлух (Утлех),Утлугъ (Атльхаль),Утлух,Утлух,93.0,97.0,110.0,88.0,42.267533,46.730055,Daghestan,,1636.49890136719,,not_kutan,Avar,Avar 
285,Avar ,4293.0,Khadakolob,Хадаколоб,Avar,,Avar,,True,Хада-Коло,Хада-Коло,Ходо-Коло,Хадаколоб,23.0,27.0,12.0,263.0,42.231683000000004,46.261819,Daghestan,,1701.15563964844,,not_kutan,Avar,Avar 
286,Avar ,4135.0,Khadiyal,Хадиял,Avar,,Avar,,True,Хадиал (Хадиль),"Хадиаелъ (Хадиалъ, Хадиль)",Хадиял,Хадиял,159.0,166.0,109.0,302.0,42.0989,46.4653,Daghestan,,1805.21240234375,,not_kutan,Avar,Avar 
287,Avar ,1097.0,Khamagib,Хамагиб,Avar,,Avar,,True,,,Хамачи,Хамагиб,,,56.0,71.0,42.402538,46.850421999999995,Daghestan,,1363.85400390625,,not_kutan,Avar,Avar 
288,Avar ,1019.0,Khamakal,Хамакал,Avar,,Avar,,True,,,Хама-Калах,Хамакал,,,51.0,122.0,42.428109,46.674496999999995,Daghestan,,1427.6643066406302,,not_kutan,Avar,Avar 
289,Avar ,4119.0,Khamar,Хамар,Avar,,Avar,,True,Ханар,Хамаръ,Хамар,Хамар,219.0,212.0,92.0,181.0,42.095867999999996,46.383695,Daghestan,,2037.0388183593698,,not_kutan,Avar,Avar 
290,Avar ,4295.0,Khantakolob,Хантаколоб,Avar,,Avar,,True,Ханта-Коло (Гоиток),Ханта-Коло (Гонтокъ),Хонто-Коло,Хантаколоб,51.0,49.0,9.0,0.0,42.219440000000006,46.29083,Daghestan,,1864.17956542969,,not_kutan,Avar,Avar 
291,Avar ,4299.0,Kharada,Харада,Avar,,Avar,,True,Харата (Хорода),Харата (Хорода),Хорада,Харада,143.0,153.0,38.0,307.0,42.222648,46.258528000000005,Daghestan,,2030.22509765625,,not_kutan,Avar,Avar 
292,Avar ,175.0,Kharakhi,Харахи,Avar,,Avar,,True,Хараки,Харахи,Харахи,Харахи,657.0,699.0,735.0,1199.0,42.6433,46.5211,Daghestan,,1162.10363769531,,not_kutan,Avar,Avar 
293,Avar ,177.0,Kharachi,Харачи,Avar,,Avar,,True,Харачи,Харачи (Харачибъ),Харачи,Харачи,358.0,382.0,380.0,450.0,42.677440000000004,46.82263,Daghestan,,1241.09851074219,,not_kutan,Avar,Avar 
294,Avar ,179.0,Kharikolo,Хариколо,Avar,,Avar,,True,Хари-коло,Хари-Коло (Харикули),Харикало,Хариколо,306.0,330.0,410.0,342.0,42.5451,46.80847,Daghestan,,1538.46350097656,,not_kutan,Avar,Avar 
295,Avar ,1885.0,Khakhita,Хахита,Avar,,Avar,,True,Хохита,Хохита (Хахита),Хахита,Хахита,700.0,676.0,623.0,1164.0,42.4667,47.2642,Daghestan,,1365.17419433594,,not_kutan,Avar,Avar 
296,Avar ,1103.0,Khatsunob,Хацуноб,Avar,,Avar,,True,,,Хоциниб,Хацуноб,,,81.0,62.0,42.425999,46.802058,Daghestan,,1373.21691894531,,not_kutan,Avar,Avar 
297,Avar ,1237.0,Khvarada,Хварада,Avar,,Avar,,True,,,Хорода,Хварада,,,139.0,41.0,42.46889,46.99406,Daghestan,,1322.28137207031,,not_kutan,Avar,Avar 
298,Avar ,1233.0,Khvartikuni,Хвартикуни,Avar,,Avar,,True,,Хвартикуни,Хвартикуни,Хвартикуни,,603.0,637.0,1322.0,42.4569,47.0067,Daghestan,,908.489624023438,,not_kutan,Avar,Avar 
299,Avar ,1099.0,Khebdib,Хебдиб (Хебдит),Avar,,Avar,,True,,,Хебза,Хебдиб,,,35.0,33.0,42.43,46.86,Daghestan,,1215.87878417969,,not_kutan,Avar,Avar 
300,Avar ,555.0,Kheleturi,Хелетури,Avar,,Avar,,True,Хелатлури (Хелитлуди),"Хелетрюри (Хелятледи, Тетлялъ)",Хетлюра,Хелетури,410.0,445.0,580.0,721.0,42.612495,46.225441,Daghestan,,1449.50549316406,,not_kutan,Avar,Avar 
301,Avar ,4201.0,Khidib,Хидиб,Avar,,Avar,,True,Хидиб (Хиди),Хидиб (Хиди),Хидиб,Хидиб,46.0,55.0,44.0,45.0,42.17812,46.36299,Daghestan,,1924.07897949219,,not_kutan,Avar,Avar 
302,Avar ,187.0,Khimakoro,Химакоро,Avar,,Avar,,True,Хима-коро,Хима—Коро,Химакаро,Химакоро,183.0,196.0,161.0,66.0,42.590092,46.617523,Daghestan,,1803.10949707031,,not_kutan,Avar,Avar 
303,Avar ,203.0,Khini,Хини,Avar,,Avar,,True,,,Хини,Хини,,,245.0,250.0,42.52767,46.70496,Daghestan,,1308.34851074219,,not_kutan,Avar,Avar 
304,Avar ,4297.0,Khintida,Хинтида,Avar,,Avar,,True,Гинтида (Интида),Гинтида (Интида),Хинтида,Хинтида,93.0,99.0,39.0,57.0,42.220546999999996,46.275395,Daghestan,,1642.04284667969,,not_kutan,Avar,Avar 
305,Avar ,1005.0,Khinub,Хинуб,Avar,,Avar,,True,Хинаб (Хину),Хинуб (Хинубал),Хинуб,Хинуб,291.0,289.0,280.0,305.0,42.17454,46.824059999999996,Daghestan,,1703.35925292969,,not_kutan,Avar,Avar 
306,Avar ,4203.0,Khobokh,Хобох,Avar,,Avar,,True,Кобах,"Кобахъ (Хобокъ, Кобохъ)",Хобох,Хобох,44.0,48.0,52.0,109.0,42.204624,46.379234000000004,Daghestan,,1521.4111328125,,not_kutan,Avar,Avar 
307,Avar ,1187.0,Khopor,Хопор,Avar,,Avar,,True,,,Хонор,Хопор,,,67.0,45.0,42.352716,46.937396,Daghestan,,1279.96752929688,,not_kutan,Avar,Avar 
308,Avar ,4191.0,Khorta,Хорта,Avar,,Avar,,True,Маали,Маали,Маалиб-Хотта,Хорта,30.0,20.0,41.0,66.0,42.193290000000005,46.359759999999994,Daghestan,,2016.3703613281198,,not_kutan,Avar,Avar 
309,Avar ,4191.0,Khorta,Хорта,Avar,,Avar,,True,Маали,Харта (Херта),Маалиб-Хотта,Хорта,30.0,27.0,41.0,66.0,42.193290000000005,46.359759999999994,Daghestan,,2016.3703613281198,,not_kutan,Avar,Avar 
310,Avar ,4191.0,Khorta,Хорта,Avar,,Avar,,True,Харта (Херта),Маали,Маалиб-Хотта,Хорта,30.0,20.0,41.0,66.0,42.193290000000005,46.359759999999994,Daghestan,,2016.3703613281198,,not_kutan,Avar,Avar 
311,Avar ,4191.0,Khorta,Хорта,Avar,,Avar,,True,Харта (Херта),Харта (Херта),Маалиб-Хотта,Хорта,30.0,27.0,41.0,66.0,42.193290000000005,46.359759999999994,Daghestan,,2016.3703613281198,,not_kutan,Avar,Avar 
312,Avar ,4183.0,Khotlob,Хотлоб,Avar,,Avar,,True,Хотлаб (Готлё),Хотлобъ,Хутла,Хотлоб,109.0,109.0,80.0,150.0,42.201243,46.432755,Daghestan,,2185.55688476562,,not_kutan,Avar,Avar 
313,Avar ,1225.0,Khotoda,Хотода,Avar,,Avar,,True,Хотода (Гедота),Хотода (Гедота),Ходота,Хотода,386.0,395.0,348.0,924.0,42.39393,46.559446,Daghestan,,1235.29577636719,,not_kutan,Avar,Avar 
314,Avar ,1251.0,Khotoch,Хоточ,Avar,,Avar,,True,Хоточ,Хоточъ (Хоточибъ),Хоточ,Хоточ,895.0,827.0,633.0,1173.0,42.408408,46.954024,Daghestan,,1046.62158203125,,not_kutan,Avar,Avar 
315,Avar ,193.0,Khunzakh,Хунзах,Avar,,Avar,,True,Хунзах,Хунзахъ,Хунзах,Хунзах,1741.0,1768.0,1658.0,4246.0,42.5394,46.705,Daghestan,,1641.5441894531302,,not_kutan,Avar,Avar 
316,Avar ,1139.0,Khurukh,Хурух,Avar,,Avar,,True,Херук,Хурухъ (Херхал),Хурух,Хурух,336.0,355.0,304.0,87.0,42.18441,46.85807,Daghestan,,1774.28857421875,,not_kutan,Avar,Avar 
317,Avar ,1263.0,Khuchada,Хучада,Avar,,Avar,,True,Хучада (Хочада),Хучуда (Хочада),Хучада,Хучада,329.0,330.0,396.0,252.0,42.400234999999995,46.469178,Daghestan,,1805.74279785156,,not_kutan,Avar,Avar 
318,Avar ,85.0,Tsada,Цада,Avar,,Avar,,True,Цада,Цада,Цада,Цада,173.0,189.0,185.0,190.0,42.56694,46.7125,Daghestan,,1715.98889160156,,not_kutan,Avar,Avar 
319,Avar ,1107.0,Tsalada,Цалада,Avar,,Avar,,True,,,Цалада,Цалада,,,126.0,203.0,42.42472,46.81472,Daghestan,,1126.98999023438,,not_kutan,Avar,Avar 
320,Avar ,19.0,Tsalkita,Цалкита,Avar,,Avar,,True,Цалкита,Цалкита,Цалкита,Цалкита,102.0,97.0,104.0,108.0,42.617979999999996,46.57339,Daghestan,,1598.41259765625,,not_kutan,Avar,Avar 
321,Avar ,105.0,Tsanatl',Цанатль,Avar,,Avar,,True,,,Цанахль,Цанатль,,,83.0,389.0,42.72244,46.62252,Daghestan,,932.0186157226559,,not_kutan,Avar,Avar 
322,Avar ,205.0,Tsatanikh,Цатаних,Avar,,Avar,,True,Цатаних,Цатанихъ,Цатаних,Цатаних,635.0,603.0,431.0,863.0,42.667792999999996,46.723937,Daghestan,,1779.18103027344,,not_kutan,Avar,Avar 
323,Avar ,163.0,Tsel'mes,Цельмес,Avar,,Avar,,True,Цельмес,Цельмесъ,Цельмес,Цельмес,229.0,260.0,251.0,378.0,42.623464,46.538548999999996,Daghestan,,1164.96484375,,not_kutan,Avar,Avar 
324,Avar ,1001.0,Tsemer,Цемер,Avar,,Avar,,True,Семер (Цемер),Семеръ (Цемеръ),Семер,Цемер,270.0,285.0,232.0,209.0,42.15195,46.752959999999995,Daghestan,,2093.41723632813,,not_kutan,Avar,Avar 
325,Avar ,1141.0,Tseneb,Ценеб,Avar,,Avar,,True,Ценеб,Ценеб (Цанал),Ценеб,Ценеб,264.0,268.0,208.0,131.0,42.206684,46.842652,Daghestan,,1687.95959472656,,not_kutan,Avar,Avar 
326,Avar ,561.0,Tsilitl',Цилитль,Avar,,Avar,,True,Цилитль,Цилитль,Цилитль,Цилитль,466.0,509.0,521.0,520.0,42.8125,46.4156,Daghestan,,1904.1281738281302,,not_kutan,Avar,Avar 
327,Avar ,4241.0,Tsimguda,Цимгуда,Avar,,Avar,,True,Симгаз,"Симгаа (Симгей, Цима, Цилияса)",Щемгада,Цимгуда,88.0,94.0,44.0,145.0,42.01269,46.5665,Daghestan,,2191.39086914062,,not_kutan,Avar,Avar 
328,Avar ,563.0,Tsoloda,Цолода,Avar,,Avar,,True,Цолода,Цолода,Цолода,Цолода,409.0,430.0,577.0,535.0,42.63827,46.36626,Daghestan,,2157.97021484375,,not_kutan,Avar,Avar 
329,Avar ,1265.0,Tsulda,Цулда,Avar,,Avar,,True,Цульда,Цульда,Цулда,Цулда,288.0,319.0,340.0,223.0,42.27357,46.72095,Daghestan,,1902.81481933594,,not_kutan,Avar,Avar 
330,Avar ,4205.0,Tsumilukh,Цумилух,Avar,,Avar,,True,Цумелюк (Цумулаг),"Цимилугъ (Цимелюкъ, Цумелюхъ)",Цумилух,Цумилух,187.0,190.0,152.0,997.0,42.059740000000005,46.412420000000004,Daghestan,,2022.12145996094,,not_kutan,Avar,Avar 
331,Avar ,581.0,Tsundi,Цунди,Avar,,Avar,,True,Цунди,Цунди (Цунды),Цунди,Цунти,210.0,229.0,194.0,368.0,42.740996,46.436577,Daghestan,,1735.38671875,,not_kutan,Avar,Avar 
332,Avar ,4305.0,Chadakolob,Чадаколоб,Avar,,Avar,,True,Чодо-Коло,Чодо-Коло (Чада-Коло),Чадо-Коло,Чадаколоб,221.0,230.0,61.0,230.0,42.19182,46.31981,Daghestan,,1735.0871582031302,,not_kutan,Avar,Avar 
333,Avar ,97.0,Chalda,Чалда,Avar,,Avar,,True,,,Чалда,Чалда,,,103.0,302.0,42.538206,46.920351000000004,Daghestan,,646.7127685546881,,not_kutan,Avar,Avar 
334,Avar ,991.0,Chanab,Чанаб,Avar,,Avar,,True,Чукна (Чукун),"Чукни (Чукна, Чукун, Чанаб)",Чукнаб,Чанаб,105.0,113.0,104.0,16.0,42.125345,46.904340000000005,Daghestan,,2298.3974609375,,not_kutan,Avar,Avar 
335,Avar ,1271.0,Charoda,Чарода,Avar,,Avar,,True,,,Чарада,Чарода,,,390.0,439.0,42.2764,46.8019,Daghestan,,1523.63916015625,,not_kutan,Avar,Avar 
336,Avar ,987.0,Chvadab,Чвадаб,Avar,,Avar,,True,Чадейми (Чуала),Чадейми (чада),Чадаб,Чвадаб,208.0,213.0,151.0,109.0,42.13028,46.87639,Daghestan,,1856.01721191406,,not_kutan,Avar,Avar 
337,Avar ,577.0,Chirkata,Чирката,Avar,,Avar,,True,Чиркат,Чиркатъ (Черкатъ),Чирката,Чирката,642.0,639.0,819.0,1923.0,42.783992,46.716609000000005,Daghestan,,422.57424926757795,,not_kutan,Avar,Avar 
338,Avar ,935.0,Chitab,Читаб,Avar,,Avar,,True,Читыми (Читау),"Чита (Читыми, Читалу)",Чита,Читаб,189.0,199.0,190.0,200.0,42.10412,46.86914,Daghestan,,1987.51989746094,,not_kutan,Avar,Avar 
339,Avar ,399.0,Chitl',Читль,Avar,,Avar,,True,Читль,Читль,Читль,Читль,246.0,219.0,230.0,440.0,42.722594,46.504009,Daghestan,,690.845336914063,,not_kutan,Avar,Avar 
340,Avar ,4303.0,Chododa,Чодода,Avar,,Avar,,True,Чорода (Чодода),Чодода (Чорода),Чадода,Чодода,188.0,195.0,44.0,138.0,42.193439,46.314784,Daghestan,,1868.4528808593802,,not_kutan,Avar,Avar 
341,Avar ,49.0,Chondotl',Чондотль,Avar,,Avar,,True,Чондотль,Чондо(а)тль,Чондотль,Чондотль,185.0,199.0,202.0,151.0,42.547748999999996,46.659112,Daghestan,,1907.6584472656302,,not_kutan,Avar,Avar 
342,Avar ,4253.0,Choroda,Чорода,Avar,,Avar,,True,Чорода,Чорода (Чарода),Чарада,Чорода,140.0,151.0,152.0,479.0,41.980959999999996,46.496959999999994,Daghestan,,1928.16076660156,,not_kutan,Avar,Avar 
343,Avar ,1277.0,Chokh,Чох,Avar,,Avar,,True,Чох,Чохъ,Чох,Чох,1537.0,1497.0,1527.0,3222.0,42.3206,47.0336,Daghestan,,1584.43029785156,,not_kutan,Avar,Avar 
344,Avar ,1025.0,Chvadab,Чудиб,Avar,,Avar,,True,,,Чудиб,,,,35.0,,42.13028,46.87639,Daghestan,,1856.01721191406,,not_kutan,Avar,Avar 
345,Avar ,1925.0,Chuni,Чуни,Avar,,Avar,,True,Чуни,Чуни,Чуни,Чуни,412.0,405.0,342.0,882.0,42.34832,47.30303,Daghestan,,1375.91101074219,,not_kutan,Avar,Avar 
346,Avar ,1143.0,Chunib,Чуниб,Avar,,Avar,,True,Чуниб (Чуна),Чуниб (Чанал),Чуниб,Чуниб,109.0,113.0,93.0,34.0,42.20496,46.82498,Daghestan,,1906.23962402344,,not_kutan,Avar,Avar 
347,Avar ,579.0,Shabdukh,Шабдух,Avar,,Avar,,True,Шавдух,"Шавдухъ (Шавдукъ, Шабдухъ, Шабдукъ)",Шавдук,Шабдух,228.0,218.0,224.0,145.0,42.75612,46.42139,Daghestan,,1914.82763671875,,not_kutan,Avar,Avar 
348,Avar ,3547.0,Shangoda,Шангода,Avar,,Avar,,True,Шанти,Шанги (Шангилю),Шанги,Шангода,187.0,185.0,175.0,521.0,42.246859,47.000153000000005,Daghestan,,1504.90002441406,,not_kutan,Avar,Avar 
349,Avar ,4185.0,Shidib,Шидиб,Avar,,Avar,,True,Шиди,Шиды,Шидиб,Шидиб,47.0,38.0,47.0,85.0,42.214353,46.300745,Daghestan,,1803.53063964844,"Тляратинский район, сельсовет Шидибский",not_kutan,Avar,Avar 
350,Avar ,4307.0,Shidib,Шидиб,Avar,,Avar,,True,Шиди (Чюкиль-Индиб),Шиди (Чюкиль-Индибъ),Шиди,Шидиб,84.0,77.0,30.0,204.0,42.214353,46.300745,Daghestan,,1803.53063964844,"Тляратинский район, сельсовет Шидибский",not_kutan,Avar,Avar 
351,Avar ,583.0,Shodroda (Shadroda),Шодрода,Avar,,Avar,,True,Шодрода,Шодрода (Шодраль),Шодрода,Шодрода,453.0,436.0,572.0,807.0,42.678426,46.12155,Daghestan,,1205.69384765625,,not_kutan,Avar,Avar 
352,Avar ,213.0,Shotota,Шотода,Avar,,Avar,,True,Шотота,Шотота,Шотота,Шотода,229.0,231.0,250.0,360.0,42.58165,46.577290000000005,Daghestan,,1925.59729003906,,not_kutan,Avar,Avar 
353,Avar ,57.0,Shulatuta,Шулатута,Avar,,Avar,,True,Шулатль (Шулатлута),Шалутль (Шулатлута),Шулатлута,Шулатута,56.0,64.0,89.0,0.0,42.63167,46.858059999999995,Daghestan,,1565.41162109375,,not_kutan,Avar,Avar 
354,Avar ,3823.0,Shushanovka,Шушановка,Avar,,Avar,,True,,,Шушановка,Шушановка,,,92.0,1856.0,43.20156,46.98195,Daghestan,,13.479271888732901,,not_kutan,Avar,Avar 
355,Avar ,155.0,Ebuta,Эбута,Avar,,Avar,,True,Эбота (Эбута),Эбота (Эбута),Эбута,Эбута,97.0,108.0,130.0,170.0,42.59275,46.66626,Daghestan,,1941.396484375,,not_kutan,Avar,Avar 
356,Avar ,1119.0,Egeda,Эгеда,Avar,,Avar,,True,,,Эчеда,Эгеда,,,33.0,59.0,42.409124,46.844276,Daghestan,,1279.03149414062,,not_kutan,Avar,Avar 
357,Avar ,1117.0,Enseruda,Энсеруда,Avar,,Avar,,True,,,Энесорада,Энсеруда,,,18.0,37.0,42.40611,46.852779999999996,Daghestan,,1360.55480957031,,not_kutan,Avar,Avar 
358,Bagvalal ,341.0,Gimerso,Гимерсо,Bagvalal,,Bagvalal,,True,Гимерси (Гиметлян),"Гимерси (Гимерсу, Химерсу, Гимцалъ)",Гимерсо,Гимерсо,304.0,253.0,285.0,211.0,42.561489,46.227545,Daghestan,,1678.71472167969,,not_kutan,Andic,Bagvalal 
359,Bagvalal ,413.0,Kvanada,Кванада,Bagvalal,,Bagvalal,,True,"Конода (Куанада, Куантлян)",Конода (Куанада),Конода,Кванада,846.0,830.0,996.0,1389.0,42.561478,46.173970000000004,Daghestan,,1635.52282714844,,not_kutan,Andic,Bagvalal 
360,Bagvalal ,535.0,Tlibisho,Тлибишо,Bagvalal,,Bagvalal,,True,"Тлибишу (Тлибуш, Хлиниши)","Тлибишу (Тлибишъ, Хлипиши)",Тлибиша,Тлибишо,287.0,296.0,250.0,939.0,42.56054,46.30101,Daghestan,,1667.69287109375,,not_kutan,Andic,Bagvalal 
361,Bagvalal ,537.0,Tlisi,Тлиси,Bagvalal,,Bagvalal,,True,Тлиси,Тлисси,Тлисса,Тлиси,99.0,97.0,149.0,210.0,42.562090000000005,46.27428,Daghestan,,1976.58288574219,,not_kutan,Andic,Bagvalal 
362,Bagvalal ,539.0,Tlondoda,Тлондода,Bagvalal,,Bagvalal,,True,Тлендада (Гиндутлан),"Тлондода (Тлендода, Тладода, Тлельдода)",Тлондода,Тлондода,532.0,485.0,557.0,466.0,42.5247,46.1989,Daghestan,,1946.61865234375,,not_kutan,Andic,Bagvalal 
363,Bagvalal ,557.0,Khushtada,Хуштада,Bagvalal,,Bagvalal,,True,Хуштада (Хусад),Хуштада (Хучитади),Хуштада,Хуштада,739.0,664.0,812.0,842.0,42.517389,46.166126,Daghestan,,1665.20495605469,,not_kutan,Andic,Bagvalal 
364,Bezhta ,4121.0,Bezhta,Бежта,Bezhta,,Bezhta,,True,Бежита,Бежита (Бежито),Бежита,Бежта,1490.0,1613.0,1058.0,3500.0,42.1339,46.1247,Daghestan,,1633.0812988281302,,not_kutan,Tsezic,Bezhta 
365,Bezhta ,4219.0,Tlyadal,Тлядал,Bezhta,,Bezhta,,True,Калаки (Тладал),Калаки (Тлядаль),Тлядаль,Тлядал,582.0,644.0,101.0,540.0,42.125339000000004,46.237247,Daghestan,,1566.84533691406,,not_kutan,Tsezic,Bezhta 
366,Botlikh ,263.0,Botlikh,Ботлих,Botlikh,,Botlikh,,True,Ботлих,Болтих (Батлькалъ),Ботлих,Ботлих,1105.0,1041.0,1070.0,10787.0,42.667813,46.221451,Daghestan,,963.75537109375,,not_kutan,Andic,Botlikh 
367,Botlikh ,437.0,Miarso,Миарсо,Botlikh,,Botlikh,,True,"Миарсу (Миарса, Маерса)","Миарсу (Миарса, Миарс, Миесъ)",Миарсо,Миарсо,278.0,282.0,276.0,1714.0,42.654059000000004,46.175643,Daghestan,,825.1476440429691,,not_kutan,Andic,Botlikh 
368,Chamalal ,215.0,Agvali,Агвали,Chamalal,,Chamalal,,True,Ашали,Агвали (Агуали),Агвали,Агвали,181.0,183.0,213.0,2453.0,42.541191999999995,46.121798,Daghestan,,962.579956054688,?,not_kutan,Andic,Chamalal 
369,Chamalal ,287.0,Agvali,Агвали,Chamalal,,Chamalal,,True,,,Агвали,,,,72.0,,42.541191999999995,46.121798,Daghestan,,962.579956054688,?,not_kutan,Andic,Chamalal 
370,Chamalal ,333.0,Batlakhatli,Батлахатли,Chamalal,,Chamalal,,True,,,Битлохотль,Батлахатли,,,72.0,3.0,42.580364,46.058877,Daghestan,,1727.3581542968802,,not_kutan,Andic,Chamalal 
371,Chamalal ,277.0,Gadiri,Гадири,Chamalal,,Chamalal,,True,Гадири,"Гадыри (Хадыри, Гади)",Гадири,Гадири,481.0,547.0,522.0,418.0,42.566265,46.065746000000004,Daghestan,,1965.58154296875,,not_kutan,Andic,Chamalal 
372,Chamalal ,279.0,Gachitli,Гачитли,Chamalal,,Chamalal,,True,Гачитль,Гачитль,Гачитли,Гачитли,121.0,117.0,75.0,128.0,42.551361,46.088803000000006,Daghestan,,1763.3098144531302,,not_kutan,Andic,Chamalal 
373,Chamalal ,331.0,Gigatl',Гигатль,Chamalal,,Chamalal,,True,Гигатли (Игатли),Гигатль (Гигатли),Гигатли,Гигатль,824.0,496.0,767.0,1349.0,42.58136,46.0964,Daghestan,,1782.3723144531302,,not_kutan,Andic,Chamalal 
374,Chamalal ,295.0,Gigikh,Гигих,Chamalal,,Chamalal,,True,,,Жилитль,Гигих,,,5.0,103.0,42.532529,46.101766999999995,Daghestan,,1316.25646972656,,not_kutan,Andic,Chamalal 
375,Chamalal ,311.0,Nizhnie Gakvari,Нижние Гаквари,Chamalal,,Chamalal,,True,"Гакуари (Акори, Акуа-Гантла)","Гаквари (Гакуари, Акори, Акуа-Гантла)",Нижн. Гаквари,Нижнее Гаквари,1179.0,1303.0,396.0,497.0,42.53602,46.05171,Daghestan,,1625.3076171875,"в википедии Нижнее Гаквари, на картах Нижние Гаквари",not_kutan,Andic,Chamalal 
376,Chamalal ,313.0,Richaganikh,Ричаганих,Chamalal,,Chamalal,,True,Рычаганих (Гинха),"Рычаганыкъ (Рычаганыкъ, Гинха)",Ричаганик,Ричаганих,277.0,324.0,172.0,175.0,42.497240000000005,46.05853,Daghestan,,1780.7351074218802,,not_kutan,Andic,Chamalal 
377,Chamalal ,323.0,Tsidatl',Цидатль,Chamalal,,Chamalal,,True,,,Цидатли,Цидатль,,,93.0,143.0,42.51855,46.05795,Daghestan,,1630.2783203125,,not_kutan,Andic,Chamalal 
378,Chamalal ,325.0,Tsuydi,Цуйди/Цунди,Chamalal,,Chamalal,,True,,,Цунди,Цунди,,,72.0,30.0,42.523340000000005,46.07182,Daghestan,,1610.32751464844,,not_kutan,Andic,Chamalal 
379,Chamalal ,4753.0,Tsumada,Цумада,Chamalal,,Chamalal,,True,Цумада (Сумач),Цумалда (Цумада-Орохъ),Цумада,Цумада,220.0,292.0,201.0,112.0,42.48187,46.05247,Daghestan,,1534.94152832031,,not_kutan,Andic,Chamalal 
380,Chamalal ,4755.0,Tsumada-Urukh,Цумада-Урух,Chamalal,,Chamalal,,True,,,Цумада-Урук,Цумада-Урух,,,41.0,208.0,42.474208000000004,46.063466999999996,Daghestan,,1069.56140136719,,not_kutan,Andic,Chamalal 
381,Dargwa амухский,3457.0,Anklukh,Анклух,Dargwa,амухский,Dargwa,,True,Анклуг (Анклёги),"Анклуг (Анклух, Анклеги, Анклюглу)",Анклух,Анклух,189.0,177.0,195.0,13.0,41.91667,47.53333,Daghestan,,1976.4020996093802,,not_kutan,Dargwa,Amukh 
382,Dargwa гапш.,1417.0,Gapshima,Гапшима,Dargwa,гапш.,Dargwa,,True,Гапшима,Гапшима,Гапшима,Гапшима,741.0,727.0,656.0,1706.0,42.2122,47.3261,Daghestan,,1603.01037597656,,not_kutan,Dargwa,Hapshima 
383,Dargwa ицар.,2197.0,Itsari,Ицари,Dargwa,ицар.,Dargwa,,True,Ицари (Уцари),"Ицари (Ицалю, Уцари)",Ицари,Ицари,535.0,563.0,639.0,223.0,41.99733,47.5833,Daghestan,,1436.42858886719,,not_kutan,Dargwa,Itsari 
384,Dargwa кадар.,713.0,Kadar,Кадар,Dargwa,кадар.,Dargwa,,True,Кадар (Гадар),Кадар (Гадар),Кадар,Кадар,3261.0,3214.0,1530.0,2276.0,42.6242,47.2903,Daghestan,,1107.490234375,,not_kutan,Dargwa,Kadar 
385,Dargwa кадар.,719.0,Karamakhi,Карамахи,Dargwa,кадар.,Dargwa,,True,,,Кар,Карамахи,,,810.0,4489.0,42.618786,47.256653,Daghestan,,1071.24621582031,,not_kutan,Dargwa,Kadar 
386,Dargwa кадар.,721.0,Kachkalyk,Качкалык,Dargwa,кадар.,Dargwa,,True,,,Качилик,Качкалык,,,408.0,419.0,42.618520000000004,47.333909999999996,Daghestan,,1102.58630371094,,not_kutan,Dargwa,Kadar 
387,Dargwa кайт.,2359.0,Adaga,Адага,Dargwa,кайт.,Dargwa,,True,Адага (Адагай),Адага (Адагай),Адага,Адага,428.0,418.0,432.0,162.0,42.00972,47.713570000000004,Daghestan,,1109.09155273438,,not_kutan,Dargwa,Kajtak 
388,Dargwa кайт.,2123.0,Bazhluk,Бажлук,Dargwa,кайт.,Dargwa,,True,Бажлук (Бажули),"Бажлук (Бажули, Бажукли)",Бажлук,Бажлук,247.0,251.0,284.0,41.0,42.040295,47.808314,Daghestan,,1167.46374511719,,not_kutan,Dargwa,Kajtak 
389,Dargwa кайт.,2211.0,Barshamay,Баршамай,Dargwa,кайт.,Dargwa,,True,Баршемай,Баршемай (Баршамай),Баршамай,Баршамай,1070.0,1040.0,883.0,2112.0,42.11176,47.85143,Daghestan,,555.4951171875,,not_kutan,Dargwa,Kajtak 
