,language_initial,koryakov_db_id,eng_vil_name,rus_vil_name,lang_1_K,lang_2_K,lang_1_S,lang_2_S,same_languages,name_1885,name_1895,name_1926,name_2010,census_1885,census_1895,census_1926,census_2010,Lat,Lon,Republic,Region,elevation,LevK_comments,kutans,Family,language
501,Dargwa сев.,1597.0,Nizhnie Mulebki,Нижнее Мулебки,Dargwa,сев.,Dargwa,,True,Нижние Мулебки,Нижн. Мулебки (Убахъ-Мулебки),Мулебки Н.,Нижнее Мулебки,2511.0,632.0,563.0,440.0,42.3281,47.5689,Daghestan,,1258.66857910156,"в википедии Нижнее Мулебки, на картах Нижние Мулебки",not_kutan,Dargwa,Dargwa 
502,Dargwa сев.,1551.0,Purrimakhi,Пурримахи,Dargwa,сев.,Dargwa,,True,,Пурра,Пурра-Махи,Пурримахи,,135.0,292.0,77.0,42.426446,47.465672999999995,Daghestan,,1236.34899902344,,not_kutan,Dargwa,Dargwa 
503,Dargwa сев.,1353.0,Semgamakhi,Семгамахи,Dargwa,сев.,Dargwa,,True,,,Сейга-Махи,Семгамахи,,,188.0,667.0,42.28438,47.35484,Daghestan,,1409.71228027344,,not_kutan,Dargwa,Dargwa 
504,Dargwa сев.,1453.0,Sergokala,Сергокала,Dargwa,сев.,Dargwa,,True,"Дешлагар, урочище",Дешлагар,Дишлагар,Сергокала,250.0,244.0,647.0,8141.0,42.4494,47.6633,Daghestan,,538.019348144531,,not_kutan,Dargwa,Dargwa 
505,Dargwa сев.,1941.0,Tagirkent,Тагиркент,Dargwa,сев.,Dargwa,,True,Тагир-Кент,Тагир-Кент,Тагир-Кент,Тагиркент,315.0,299.0,158.0,478.0,42.3827,47.333259999999996,Daghestan,,1340.82629394531,"Левашинский район, в координатах ошибка - указано соседнее село Наскент",not_kutan,Dargwa,Dargwa 
506,Dargwa сев.,1555.0,Tarlankak,Тарланкак,Dargwa,сев.,Dargwa,,True,,,Талан-Как,Тарланкак,,,157.0,27.0,42.385886,47.475817,Daghestan,,1432.517578125,,not_kutan,Dargwa,Dargwa 
507,Dargwa сев.,1359.0,Uznimakhi,Узнимахи,Dargwa,сев.,Dargwa,,True,Узни-Махи,Узна-Махи,Узни-Махи,Узнимахи,208.0,229.0,91.0,910.0,42.30003,47.3858,Daghestan,,1374.56896972656,,not_kutan,Dargwa,Dargwa 
508,Dargwa сев.,1793.0,Ulluaya,Уллуая,Dargwa,сев.,Dargwa,,True,"Уллу-Ая (Хола-Ая, Ая-Кунт)","Уллу-Ая, Холлалъ-Ая, Ая-Кунтъ",Уллу-Ая,Уллуая,1376.0,1249.0,1290.0,5961.0,42.3747,47.3756,Daghestan,,1425.07263183594,,not_kutan,Dargwa,Dargwa 
509,Dargwa сев.,1831.0,Urakhi,Урахи,Dargwa,сев.,Dargwa,,True,Урахи (Оракла),"Урахи (Урахли, Оракли Хюраки, Хюркиля-ши)",Урахи,Урахи,2768.0,1573.0,1474.0,671.0,42.3347,47.5953,Daghestan,,1046.33483886719,,not_kutan,Dargwa,Dargwa 
510,Dargwa сев.,1361.0,Urgubamakhi,Ургубамахи,Dargwa,сев.,Dargwa,,True,Панисла-Уркубала,,Ургуба-Махи,Ургубамахи,1045.0,,243.0,1071.0,42.28968,47.31783,Daghestan,,1328.82092285156,,not_kutan,Dargwa,Dargwa 
511,Dargwa сев.,1363.0,Urkhuchimakhi,Урхучимахи,Dargwa,сев.,Dargwa,,True,Уркучи-Махи,Урхучи-Махи,Урхучи-Махи,Урхучимахи,285.0,211.0,392.0,2290.0,42.310271,47.260222,Daghestan,,1249.84936523438,,not_kutan,Dargwa,Dargwa 
512,Dargwa сев.,1851.0,Khabkaymakhi,Хабкаймахи,Dargwa,сев.,Dargwa,,True,,Хабкай-Кент,Кавкай-Махи,Хабкаймахи,,93.0,138.0,81.0,42.357820000000004,47.59091,Daghestan,,1118.265625,,not_kutan,Dargwa,Dargwa 
513,Dargwa сев.,1615.0,Khantskarkamakhi,Ханцкаркамахи,Dargwa,сев.,Dargwa,,True,,,Ханца-Карка-Махи,Ханцкаркамахи,,,197.0,175.0,42.330333,47.550694,Daghestan,,1186.36901855469,,not_kutan,Dargwa,Dargwa 
514,Dargwa сев.,1935.0,Khasakent,Хасакент,Dargwa,сев.,Dargwa,,True,Гаса-Кент,Гаса-Кент,Гаса-Кент,Хасакент,338.0,343.0,289.0,360.0,42.37754,47.34265,Daghestan,,1371.29174804688,,not_kutan,Dargwa,Dargwa 
515,Dargwa сев.,1365.0,Tserkhimakhi,Церхимахи,Dargwa,сев.,Dargwa,,True,,,Церги-Махи,Церхимахи,,,34.0,494.0,42.276694,47.336755,Daghestan,,1391.78820800781,,not_kutan,Dargwa,Dargwa 
516,Dargwa сев.,1367.0,Tsundimakhi,Цундимахи,Dargwa,сев.,Dargwa,,True,,,Цунди-Махи,Цундимахи,,,139.0,360.0,42.25164,47.31668,Daghestan,,1641.20202636719,,not_kutan,Dargwa,Dargwa 
517,Dargwa сев.,1369.0,Tsunimakhi,Цунимахи,Dargwa,сев.,Dargwa,,True,Цуни-Махи,Цуни-Махи,Цуни-Махи,Цунимахи,194.0,200.0,225.0,484.0,42.29835,47.26194,Daghestan,,1373.09594726563,,not_kutan,Dargwa,Dargwa 
518,Dargwa сев.,1617.0,Tsurmakhi,Цурмахи,Dargwa,сев.,Dargwa,,True,,Цулиула,Цулну-Махи,Цурмахи,,227.0,181.0,337.0,42.31845,47.57516,Daghestan,,1161.99145507813,,not_kutan,Dargwa,Dargwa 
519,Dargwa сев.,1869.0,Chabazimakhi,Чабазимахи,Dargwa,сев.,Dargwa,,True,,Чабат,Чабази-Махи,Чабазимахи,,140.0,179.0,181.0,42.360296999999996,47.570316,Daghestan,,1236.20642089844,,not_kutan,Dargwa,Dargwa 
520,Dargwa сев.,1371.0,Chankalamakhi,Чанкаламахи,Dargwa,сев.,Dargwa,,True,,,Чанкала-Ашга-Махи,Чанкаламахи,,,135.0,111.0,42.277879999999996,47.365804,Daghestan,,1416.48681640625,,not_kutan,Dargwa,Dargwa 
521,Dargwa сев.,1563.0,Chakhimakhi,Чахимахи,Dargwa,сев.,Dargwa,,True,,Чахи,Чахи-Махи,Чахимахи,,26.0,93.0,189.0,42.41564,47.56038,Daghestan,,876.97021484375,,not_kutan,Dargwa,Dargwa 
522,Dargwa сев.,1373.0,Chinimakhi,Чинимахи,Dargwa,сев.,Dargwa,,True,Чиини-Махи,Чиина Махи,Чини-Махи В.,Чинимахи,376.0,300.0,206.0,915.0,42.27565,47.37455,Daghestan,,1339.99279785156,,not_kutan,Dargwa,Dargwa 
523,Dargwa сев.,9006.0,Shinkalabukhna,Шинкалабухна,Dargwa,сев.,Dargwa,,True,,Шанкала-Бухнала,–,Шинкалабухна,,105.0,,34.0,42.386144,47.471707,Daghestan,,1407.72900390625,,not_kutan,Dargwa,Dargwa 
524,Dargwa сев.,1377.0,Shinkbalakada,Шинкбалакада,Dargwa,сев.,Dargwa,,True,,,Шинковал Кала,Шинкбалакада,,,164.0,18.0,42.261375,47.300242,Daghestan,,1600.23425292969,,not_kutan,Dargwa,Dargwa 
525,Dargwa сев.,1929.0,Shukty,Шукты,Dargwa,сев.,Dargwa,,True,Шукти,"Шукти (Шукты, Шукута(",Шухты,Шукты,567.0,570.0,653.0,614.0,42.22488,47.303490000000004,Daghestan,,1663.48840332031,,not_kutan,Dargwa,Dargwa 
526,Dargwa сев.,1379.0,Shumkhrimakhi,Шумхримахи,Dargwa,сев.,Dargwa,,True,,,Шунхри-Махи,Шумхримахи,,,120.0,172.0,42.291042,47.268562,Daghestan,,1419.60729980469,,not_kutan,Dargwa,Dargwa 
527,Dargwa сев.,1931.0,Ebdalaya,Эбдалая,Dargwa,сев.,Dargwa,,True,Эбдал-Ая,Эбдал-Ая,Эбдал-Ая,Эбдалая,612.0,589.0,534.0,816.0,42.3683,47.3433,Daghestan,,1392.82189941406,,not_kutan,Dargwa,Dargwa 
528,Dargwa сев.,1449.0,Elakatmakhi,Элакатмахи,Dargwa,сев.,Dargwa,,True,,Элакатъ,Элакат-Махи,Элакатмахи,,298.0,323.0,74.0,42.454026,47.398334000000006,Daghestan,,1281.74145507813,,not_kutan,Dargwa,Dargwa 
529,Dargwa сирхинско-тантынский,1631.0,Arassamakhi,Арассамахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Араса-Махи,Араса-Махи,Араса-Махи,Арассамахи,57.0,31.0,49.0,30.0,42.0579,47.401109999999996,Daghestan,,1823.64318847656,,not_kutan,Dargwa,Sirhi-Tanty 
530,Dargwa сирхинско-тантынский,1491.0,Ayatsimakhi,Аяцимахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Аядцы-Махи,Аяци-Махи,Аяци-Махи,Аяцимахи,120.0,114.0,100.0,122.0,42.00618,47.46117,Daghestan,,2041.28308105469,,not_kutan,Dargwa,Sirhi-Tanty 
531,Dargwa сирхинско-тантынский,1809.0,Ayatsuri,Аяцури,Dargwa,сирхинско-тантынский,Dargwa,,True,Аяцуры-Махи,Аяцури-Махи,Ая-Цури,Аяцури,129.0,129.0,82.0,151.0,42.07354,47.451209999999996,Daghestan,,1704.47766113281,,not_kutan,Dargwa,Sirhi-Tanty 
532,Dargwa сирхинско-тантынский,1719.0,Bakni,Бакни,Dargwa,сирхинско-тантынский,Dargwa,,True,Бакни,Бакни,Бакни,Бакни,305.0,307.0,284.0,251.0,42.11618,47.53095,Daghestan,,1476.041015625,,not_kutan,Dargwa,Sirhi-Tanty 
533,Dargwa сирхинско-тантынский,1635.0,Bikalamakhi,Бикаламахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Бийкала-Махи,Бийкала-Махи,Бикала-Махи,Бикаламахи,102.0,76.0,72.0,57.0,42.04647,47.36054,Daghestan,,1772.30480957031,,not_kutan,Dargwa,Sirhi-Tanty 
534,Dargwa сирхинско-тантынский,1637.0,Bukkamakhi,Буккамахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Боккале-Махи (Буккале-Махи),Буккала-Махи,Букала-Махи,Буккамахи,178.0,167.0,118.0,58.0,42.03148,47.41884,Daghestan,,1760.23791503906,,not_kutan,Dargwa,Sirhi-Tanty 
535,Dargwa сирхинско-тантынский,1811.0,Butulta,Бутулта,Dargwa,сирхинско-тантынский,Dargwa,,True,Бутлудда-Махи,Бурлудда-Махи,Будлудта,Бутулта,81.0,68.0,70.0,40.0,42.074259999999995,47.44048,Daghestan,,1560.35900878906,,not_kutan,Dargwa,Sirhi-Tanty 
536,Dargwa сирхинско-тантынский,1647.0,Verkhniy Karshli,Верхний Каршли,Dargwa,сирхинско-тантынский,Dargwa,,True,,Каршулла-Махи,Каршила-Махи Верхн.,Верхний Каршли,,260.0,140.0,165.0,42.05018,47.34231,Daghestan,,1860.208984375,,not_kutan,Dargwa,Sirhi-Tanty 
537,Dargwa сирхинско-тантынский,1661.0,Verkhnie Chiamakhi,Верхний Чиамахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Чаха-Махи,Чиха-Махи,Чиба-Чигалицы,Верхний Чиамахи,172.0,170.0,115.0,78.0,42.029959999999996,47.38803,Daghestan,,1860.2087402343802,,not_kutan,Dargwa,Sirhi-Tanty 
538,Dargwa сирхинско-тантынский,1681.0,Giyagaramakhi,Гиягарамахи,Dargwa,сирхинско-тантынский,Dargwa,,True,,Холагия-Махи,Хола-Гира-Махи,Гиягарамахи,,71.0,54.0,73.0,42.08381,47.378409999999995,Daghestan,,2002.16955566406,,not_kutan,Dargwa,Sirhi-Tanty 
539,Dargwa сирхинско-тантынский,1457.0,Guzbaya,Гузбая,Dargwa,сирхинско-тантынский,Dargwa,,True,,,Гузбая,Гузбая,,,38.0,11.0,42.04744,47.51385,Daghestan,,1796.40734863281,,not_kutan,Dargwa,Sirhi-Tanty 
540,Dargwa сирхинско-тантынский,1435.0,Guladty,Гуладты,Dargwa,сирхинско-тантынский,Dargwa,,True,Голедты,Голадты,Гуладты,Гуладты,726.0,699.0,638.0,663.0,42.11523,47.45074,Daghestan,,1505.74609375,,not_kutan,Dargwa,Sirhi-Tanty 
541,Dargwa сирхинско-тантынский,1895.0,Gulebki,Гулебки,Dargwa,сирхинско-тантынский,Dargwa,,True,Гулебки,Гулебки,Гулебки,Гулебки,259.0,255.0,209.0,386.0,42.11181,47.396879999999996,Daghestan,,1574.1594238281198,,not_kutan,Dargwa,Sirhi-Tanty 
542,Dargwa сирхинско-тантынский,1683.0,Gunnamakhi,Гуннамахи,Dargwa,сирхинско-тантынский,Dargwa,,True,,Кунна-Махи,Хуния-Махи,Гуннамахи,,65.0,27.0,59.0,42.047290000000004,47.37328,Daghestan,,1704.5197753906302,,not_kutan,Dargwa,Sirhi-Tanty 
543,Dargwa сирхинско-тантынский,1451.0,Dzilebki,Дзилебки,Dargwa,сирхинско-тантынский,Dargwa,,True,Дзилебки,Дзилебки,Дзилебки,Дзилебки,406.0,398.0,481.0,714.0,42.049890000000005,47.55693,Daghestan,,1645.3547363281302,,not_kutan,Dargwa,Sirhi-Tanty 
544,Dargwa сирхинско-тантынский,1455.0,Duakar,Дуакар,Dargwa,сирхинско-тантынский,Dargwa,,True,Дуаккар,"Дуаккар (Диакхор, Дуук)",Дуакар,Дуакар,276.0,263.0,291.0,248.0,42.064159000000004,47.460081,Daghestan,,1637.55126953125,,not_kutan,Dargwa,Sirhi-Tanty 
545,Dargwa сирхинско-тантынский,1645.0,Kaddamakhi,Каддамахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Кадда-Махи,Кодда-Махи,Кадда-Махи,Каддамахи,46.0,46.0,48.0,94.0,42.045284,47.356444,Daghestan,,1770.9387207031302,,not_kutan,Dargwa,Sirhi-Tanty 
546,Dargwa сирхинско-тантынский,1651.0,Karashimakhi,Карашимахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Кураци-Махи,Кураща-Махи,Кураши-Махи,Карашимахи,81.0,70.0,46.0,59.0,42.027809999999995,47.3975,Daghestan,,1916.7058105468802,,not_kutan,Dargwa,Sirhi-Tanty 
547,Dargwa сирхинско-тантынский,1665.0,Karayamakhi,Караямахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Караилия-Махи,Карах-Махи,Каран-Махи,Караямахи,76.0,79.0,54.0,60.0,42.07822,47.34643,Daghestan,,2153.26171875,,not_kutan,Dargwa,Sirhi-Tanty 
548,Dargwa сирхинско-тантынский,1489.0,Karbuchimakhi,Карбучимахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Харбучи-Махи (Карбучи-Махи),Харбучи-Махи (Карбучи-Махи),Карбучи Махи,Карбучимахи,441.0,456.0,390.0,276.0,42.007461,47.429947999999996,Daghestan,,2046.5808105468698,,not_kutan,Dargwa,Sirhi-Tanty 
549,Dargwa сирхинско-тантынский,1813.0,Karkatsi,Каркаци,Dargwa,сирхинско-тантынский,Dargwa,,True,Каркацы-Махи,Каркаци-Махи,Каркац-Махи,Каркаци,70.0,50.0,53.0,68.0,42.083890000000004,47.46694,Daghestan,,1384.12854003906,,not_kutan,Dargwa,Sirhi-Tanty 
550,Dargwa сирхинско-тантынский,1667.0,Kassagumakhi,Кассагумахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Касагу-Махи,Касагу-Махи,Касагу-Махи,Кассагумахи,155.0,110.0,103.0,143.0,42.044940999999994,47.371867,Daghestan,,1712.48352050781,,not_kutan,Dargwa,Sirhi-Tanty 
551,Dargwa сирхинско-тантынский,1459.0,Kishamakhi,Кищамахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Киша-Махи,Киша-Махи,Киша-Махи,Кищамахи,9.0,207.0,146.0,148.0,42.051,47.44197,Daghestan,,1781.78173828125,,not_kutan,Dargwa,Sirhi-Tanty 
552,Dargwa сирхинско-тантынский,1459.0,Kishamakhi,Кищамахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Киша-Махи,Киша-Махи,Киша-Махи,Кищамахи,191.0,207.0,146.0,148.0,42.051,47.44197,Daghestan,,1781.78173828125,,not_kutan,Dargwa,Sirhi-Tanty 
553,Dargwa сирхинско-тантынский,1685.0,Kubrimakhi,Кубримахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Хурбая-Махи,Хурбая-Махи,Хурва-Махи,Кубримахи,43.0,38.0,38.0,18.0,42.073018,47.372684,Daghestan,,1787.24914550781,,not_kutan,Dargwa,Sirhi-Tanty 
554,Dargwa сирхинско-тантынский,1669.0,Kuliyamakhi,Кулиямахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Кулая-Махи,Кули-Махи,Кулая-Махи,Кулиямахи,197.0,217.0,188.0,209.0,42.07717,47.33501,Daghestan,,2129.9892578125,,not_kutan,Dargwa,Sirhi-Tanty 
555,Dargwa сирхинско-тантынский,1437.0,Mirzita,Мирзита,Dargwa,сирхинско-тантынский,Dargwa,,True,Мирзадти,Мирзадты,Мирзидта,Мирзита,209.0,207.0,162.0,372.0,42.1309,47.47663,Daghestan,,1572.99951171875,,not_kutan,Dargwa,Sirhi-Tanty 
556,Dargwa сирхинско-тантынский,1673.0,Murlatinamakhi,Мурлатинамахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Мурлатына-Махи,Муртузани-Махи,Мурлати-Махи,Мурлатинамахи,30.0,33.0,25.0,28.0,42.084509999999995,47.35718,Daghestan,,1846.5710449218802,,not_kutan,Dargwa,Sirhi-Tanty 
557,Dargwa сирхинско-тантынский,1629.0,Nakhki,Нахки,Dargwa,сирхинско-тантынский,Dargwa,,True,Нахки,Нахки,Нахки,Нахки,415.0,411.0,263.0,417.0,42.07562,47.39905,Daghestan,,1683.02734375,,not_kutan,Dargwa,Sirhi-Tanty 
558,Dargwa сирхинско-тантынский,1663.0,Natsi,Наци,Dargwa,сирхинско-тантынский,Dargwa,,True,"Нацы (Неци, Нуцали)","Нацы (Наци, Неци)",Наци,Наци,443.0,167.0,151.0,150.0,42.075334999999995,47.38728,Daghestan,,1784.8430175781302,,not_kutan,Dargwa,Sirhi-Tanty 
559,Dargwa сирхинско-тантынский,1649.0,Nizhniy Karshli,Нижний Каршли,Dargwa,сирхинско-тантынский,Dargwa,,True,Каршула-Махи,,Каршила-Махи Нижн.,Нижний Каршли,246.0,,67.0,85.0,42.049911,47.343884,Daghestan,,1856.35095214844,,not_kutan,Dargwa,Sirhi-Tanty 
560,Dargwa сирхинско-тантынский,1467.0,Nikabarkmakhi,Никабаркмахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Ника-Баркла-Махи,Никабаркла-Махи,Ника-барка,Никабаркмахи,19.0,11.0,15.0,0.0,42.01667,47.41667,Daghestan,,2016.94580078125,,not_kutan,Dargwa,Sirhi-Tanty 
561,Dargwa сирхинско-тантынский,1469.0,Sumiya,Сумия,Dargwa,сирхинско-тантынский,Dargwa,,True,Сумия-Махи,Сумия-Махи,Сумия-Махи,Сумия,209.0,203.0,175.0,148.0,42.043440000000004,47.45616,Daghestan,,1711.5515136718802,,not_kutan,Dargwa,Sirhi-Tanty 
562,Dargwa сирхинско-тантынский,1819.0,Sur-Surbachi,Сур-Сурбачи,Dargwa,сирхинско-тантынский,Dargwa,,True,Сурсарбаки-Махи,Сурсарбачи-Махи,Сурсара-Бачи-Махи,Сур-Сурбачи,136.0,114.0,133.0,171.0,42.02667,47.49157,Daghestan,,1896.61181640625,,not_kutan,Dargwa,Sirhi-Tanty 
563,Dargwa сирхинско-тантынский,1715.0,Sutbuk,Сутбук,Dargwa,сирхинско-тантынский,Dargwa,,True,Сутбук,Сутбук,Сутбук,Сутбук,363.0,359.0,327.0,286.0,42.1036,47.5403,Daghestan,,1365.90209960938,,not_kutan,Dargwa,Sirhi-Tanty 
564,Dargwa сирхинско-тантынский,1723.0,Tanty,Танты,Dargwa,сирхинско-тантынский,Dargwa,,True,Танты,Танты (Тантала),Танти,Танты,996.0,951.0,916.0,826.0,42.1642,47.3167,Daghestan,,1783.23889160156,,not_kutan,Dargwa,Sirhi-Tanty 
565,Dargwa сирхинско-тантынский,1677.0,Tuzlamakhi,Тузламахи,Dargwa,сирхинско-тантынский,Dargwa,,True,,Тузла-Махи,Тузла-Махи,Тузламахи,,156.0,121.0,176.0,42.07877,47.368359999999996,Daghestan,,1741.45812988281,,not_kutan,Dargwa,Sirhi-Tanty 
566,Dargwa сирхинско-тантынский,1821.0,Turakarimakhi,Туракаримахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Дуркары-Махи,Дуракари-Махи,Тура-Кари,Туракаримахи,80.0,68.0,51.0,141.0,42.1,47.46667,Daghestan,,1337.34301757813,,not_kutan,Dargwa,Sirhi-Tanty 
567,Dargwa сирхинско-тантынский,1471.0,Uzralmakhi,Узралмахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Озрая-Махи,Узрая-Махи,Узроя,Узралмахи,52.0,49.0,53.0,104.0,42.05782,47.449870000000004,Daghestan,,1667.7678222656302,,not_kutan,Dargwa,Sirhi-Tanty 
568,Dargwa сирхинско-тантынский,1875.0,Uragi,Ураги,Dargwa,сирхинско-тантынский,Dargwa,,True,Ураги,Ураги,Ураги,Ураги,334.0,326.0,305.0,318.0,42.069140000000004,47.569377,Daghestan,,1538.4582519531198,,not_kutan,Dargwa,Sirhi-Tanty 
569,Dargwa сирхинско-тантынский,1807.0,Urari,Урари,Dargwa,сирхинско-тантынский,Dargwa,,True,Урари,Урари,Урари,Урари,691.0,496.0,472.0,846.0,42.0997,47.4569,Daghestan,,1442.49523925781,,not_kutan,Dargwa,Sirhi-Tanty 
570,Dargwa сирхинско-тантынский,1897.0,Urgani,Ургани,Dargwa,сирхинско-тантынский,Dargwa,,True,Ургани,Ургани,Ургани,Ургани,273.0,258.0,232.0,406.0,42.136379999999996,47.36146,Daghestan,,1785.94201660156,,not_kutan,Dargwa,Sirhi-Tanty 
571,Dargwa сирхинско-тантынский,1679.0,Urzhagimakhi,Уржагимахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Угджахе-Махи,Урджали-Махи,Уржахи-Махи,Уржагимахи,126.0,130.0,111.0,129.0,42.06149,47.37056,Daghestan,,1772.81396484375,,not_kutan,Dargwa,Sirhi-Tanty 
572,Dargwa сирхинско-тантынский,1827.0,Urkhnischa,Урхнища,Dargwa,сирхинско-тантынский,Dargwa,,True,,Уркниша-Махи,Урхниша,Урхнища,,143.0,156.0,291.0,42.08278,47.50306,Daghestan,,1637.5720214843802,,not_kutan,Dargwa,Sirhi-Tanty 
573,Dargwa сирхинско-тантынский,1655.0,Urkhulakar,Урхулакар,Dargwa,сирхинско-тантынский,Dargwa,,True,Уркулла-Кари-Махи,Уркулакари-Махи,Урхулла-Кари-Махи,Урхулакар,95.0,86.0,64.0,89.0,42.04352,47.40002,Daghestan,,1881.2687988281302,,not_kutan,Dargwa,Sirhi-Tanty 
574,Dargwa сирхинско-тантынский,1657.0,Utsulimakhi,Уцулимахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Удулах-Махи,Уцулахи-Махи,Уцулки-Махи,Уцулимахи,161.0,128.0,97.0,160.0,42.064935,47.42661,Daghestan,,1759.0427246093802,,not_kutan,Dargwa,Sirhi-Tanty 
575,Dargwa сирхинско-тантынский,1475.0,Khulabarkmakhi,Хулабаркмахи,Dargwa,сирхинско-тантынский,Dargwa,,True,Холла-Баркла-Махи,Хулабарк-Махи,Хулабарка,Хулабаркмахи,167.0,156.0,134.0,113.0,42.05455,47.456759999999996,Daghestan,,1768.44775390625,,not_kutan,Dargwa,Sirhi-Tanty 
576,Dargwa сирхинско-тантынский,1887.0,Khurshni,Хуршни,Dargwa,сирхинско-тантынский,Dargwa,,True,Хуршни,Хуршни,Хуршни,Хуршни,560.0,540.0,453.0,327.0,42.14036,47.48966,Daghestan,,1572.68664550781,,not_kutan,Dargwa,Sirhi-Tanty 
577,Dargwa сирхинско-тантынский,1893.0,Tsugni,Цугни,Dargwa,сирхинско-тантынский,Dargwa,,True,Цугни,Цугни,Цугни,Цугни,736.0,714.0,539.0,751.0,42.107276,47.400902,Daghestan,,1567.6904296875,,not_kutan,Dargwa,Sirhi-Tanty 
578,Dargwa усиша-бутринский,1409.0,Butri,Бутри,Dargwa,усиша-бутринский,Dargwa,,True,Бутри,Бутри,Бутри,Бутри,1294.0,1205.0,1097.0,1098.0,42.074259999999995,47.44048,Daghestan,,1560.35900878906,,not_kutan,Dargwa,Usisha-Butri 
579,Dargwa усиша-бутринский,1425.0,Geba,Геба,Dargwa,усиша-бутринский,Dargwa,,True,"Гиба (Шиба, Шевкли)",Гиба (Шиба),Гиба,Геба,573.0,540.0,536.0,737.0,42.215270000000004,47.39266,Daghestan,,1633.94787597656,,not_kutan,Dargwa,Usisha-Butri 
580,Dargwa усиша-бутринский,1427.0,Ginta,Гинта,Dargwa,усиша-бутринский,Dargwa,,True,Гинта (Хунтали),"Гинта (Хинта, Хунтали)",Гинта,Гинта,1233.0,1208.0,1073.0,1535.0,42.2042,47.4186,Daghestan,,1588.9714355468802,,not_kutan,Dargwa,Usisha-Butri 
581,Dargwa усиша-бутринский,1881.0,Zil'mukmakhi,Зильмукмахи,Dargwa,усиша-бутринский,Dargwa,,True,Зилмук,Зальмук-Махи,Зелмук-Махи,Зильмукмахи,193.0,223.0,244.0,328.0,42.28483,47.3958,Daghestan,,1409.150390625,,not_kutan,Dargwa,Usisha-Butri 
582,Dargwa усиша-бутринский,1879.0,Usisha,Усиша,Dargwa,усиша-бутринский,Dargwa,,True,Усиша,Усиша,Усиша,Усиша,2745.0,2708.0,2631.0,3931.0,42.2511,47.3928,Daghestan,,1484.06921386719,,not_kutan,Dargwa,Usisha-Butri 
583,Dargwa худуцский,3475.0,Khuduts,Худуц,Dargwa,худуцский,Dargwa,,True,Худуц (Ходоци),Худуц (Ходоци),Худуц,Худуц,397.0,510.0,389.0,426.0,41.96638,47.51297,Daghestan,,1604.3386230468802,,not_kutan,Dargwa,Huduts 
584,Dargwa цуд.,1739.0,Aynikab,Айникаб,Dargwa,цуд.,Dargwa,,True,Айлакав-Махи,Айлакаб-Махи,Айла-Кав,Айникаб,162.0,195.0,73.0,103.0,42.369307,47.216093,Daghestan,,1565.57507324219,,not_kutan,Dargwa,Tsudakhar 
585,Dargwa цуд.,1385.0,Alikhanmakhi,Алиханмахи,Dargwa,цуд.,Dargwa,,True,Али-Хан-Махи,Алихан-Махи,Алихан-Махи,Алиханмахи,405.0,395.0,340.0,831.0,42.33194,47.266020000000005,Daghestan,,1555.15637207031,,not_kutan,Dargwa,Tsudakhar 
586,Dargwa цуд.,1691.0,Allate,Аллате,Dargwa,цуд.,Dargwa,,True,,Алалти-Махи,Аллате,Аллате,,455.0,551.0,713.0,42.369057,47.184036,Daghestan,,1388.552734375,,not_kutan,Dargwa,Tsudakhar 
587,Dargwa цуд.,1497.0,Amalte,Амалте,Dargwa,цуд.,Dargwa,,True,Аммалты-Махи,Аммалти-Махи,Амалты-Махи,Амалте,153.0,197.0,166.0,272.0,42.42457,47.11047,Daghestan,,1111.91564941406,,not_kutan,Dargwa,Tsudakhar 
588,Dargwa цуд.,1389.0,Ameterkmakhi,Аметеркмахи,Dargwa,цуд.,Dargwa,,True,Аметерк-Махи,"Аматерк-Махи (Амед-Терк-Махи, Улхулахар)",Аметерк-Махи,Аметеркмахи,725.0,721.0,441.0,2139.0,42.33081,47.213539000000004,Daghestan,,1137.05822753906,,not_kutan,Dargwa,Tsudakhar 
589,Dargwa цуд.,1905.0,Burtanimakhi,Буртанимахи,Dargwa,цуд.,Dargwa,,True,,Буртани-Махи,Буртани-Махи Нижн.,Буртанимахи,,314.0,242.0,300.0,42.37097,47.149879999999996,Daghestan,,1071.83776855469,,not_kutan,Dargwa,Tsudakhar 
